,headline,category,short_description,date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
4957,CDW and Charles Barkley: An Advertising Dream Team?,BUSINESS,"National technology solutions provider CDW launched its integrated marketing campaign, ""People Who Get IT"" in January 2011 but the advertising didn't really start putting on the full-court press until NBA Hall of Famer Charles Barkley joined up in March of 2012.",2013-10-12,0.0,0.0,0.2,0.2
4958,Government Shutdown Halts Logging Industry Production,BUSINESS,"""We're scrambling like everyone else to keep our heads above water,"" Kuehn said. Scott Kuehn, procurement forester for Tricon",2013-10-12,0.0,0.0,0.1,0.0
4959,I Got Hired At A Bangladesh Sweatshop. Meet My 9-Year-Old Boss,BUSINESS,"Some days are good for Meem, others she likes to forget as quickly as possible. The first time I saw Meem, which was also",2013-10-12,0.0,0.0,0.6444444444444445,0.31666666666666665
4960,Fed Chairman Yellen Will Boost Economic Growth,BUSINESS,Graph: Economix Harlan Green © 2013 How to right the imbalance in order to boost growth? Raise the minimum age for starters,2013-10-12,0.2,0.2,0.4178571428571428,0.042857142857142844
4961,10 American Companies Cutting The Most Jobs: 24/7 Wall St.,BUSINESS,"These are the 10 companies cutting the most jobs, according to 24/7 Wall St. In an interview with 24/7 Wall St., Challenger",2013-10-12,0.4666666666666666,-0.033333333333333326,0.7,-0.04999999999999999
4962,"10 Famous Fraudsters, Con Artists And Scammers",BUSINESS,"The Merriam-Webster online dictionary defines ""fraud"" as the ""intentional perversion of truth in order to induce another",2013-10-06,1.0,0.5,0.0,0.0
4963,This Is What It's Like To Try And Sign Up For Obamacare Right Now,BUSINESS,I have been in regular conversation with a person in Pennsylvania trying to get information about coverage under the Affordable,2013-10-06,0.5357142857142857,0.2857142857142857,0.07692307692307693,0.0
4964,Rap Lyrics Make The Case For Investing In Twitter,BUSINESS,"Twitter is, by most conventional metrics, considerably less popular than Facebook and arguably growing more slowly to boot",2013-10-06,0.0,0.0,0.45396825396825397,0.16507936507936505
4965,Retailers Hiring The Most Employees For The Holidays,BUSINESS,"As the holiday season approaches, retailers are preparing for the busiest shopping time of the year by increasing their workforces",2013-10-06,0.5,0.5,0.0,0.0
4966,Amazon's German Workers Threaten Strike Before Christmas,BUSINESS,Amazon has maintained that it regards staff at its centers in the cities of Bad Hersfeld and Leipzig as logistics workers,2013-10-06,0.0,0.0,0.6666666666666666,-0.6999999999999998
4967,Change Warriors: They Master Four Solutions,BUSINESS,"Many management gurus, academics, and CEOs are writing on change, yet there is a difference between the theoretical and academic, and actual change.",2013-10-05,0.0,0.0,0.175,0.125
4968,The Most Dangerous States In America: 24/7 Wall St.,BUSINESS,"These are the most dangerous states in America, according to a 24/7 Wall St.: In an interview with 24/7 Wall St., Urban Institute",2013-10-05,0.7,-0.04999999999999999,0.4666666666666666,-0.033333333333333326
4969,More Companies Look To Hire Employees Who Aren't Jerks,BUSINESS,"That doesn't mean everyone needs to be in a good mood all the time, Albrecht said. But in general, he said, a positive attitude",2013-10-05,0.5,0.5,0.5832386363636364,0.16619318181818182
4970,Latest Figures Reveal Uptick in Refinancing Activity,BUSINESS,"Rising mortgage rates may have thrown some cold water on refinancing activity, but they have not frozen it completely. Two statistics released this week show signs of hope for refinancing.",2013-10-05,0.9,0.5,0.7,-0.25
4971,Breaking Up With ‘Breaking Bad' Is Hard for Albuquerque,BUSINESS,"ONE afternoon last winter, a man with a shaved head walked into Twisters, a burrito joint in Albuquerque. He was wearing",2013-09-29,0.6041666666666666,-0.49583333333333324,0.06666666666666667,0.0
4972,"'Breaking Bad' Finale Ads Cost As Much As $400,000: Report",BUSINESS,"In fact, as Business Insider pointed out Sunday, ""Breaking Bad's"" audience still hasn't peaked. This makes the show stand",2013-09-29,0.43333333333333335,-0.24999999999999992,0.6666666666666666,-0.6999999999999998
4973,Leadership Burnout: A Simple Way to Re-engage,BUSINESS,"Is there a simple way to begin to support leadership development and cultivate the ability to lead with excellence? Happily, there is.",2013-09-29,0.35714285714285715,0.0,0.6785714285714286,0.4
4974,Countries With The Most Immigrants: 24/7 Wall St.,BUSINESS,"Despite having large migrant populations, many of these nations do not have policies that actively support immigration. In",2013-09-29,0.5,0.5,0.5095238095238095,0.19365079365079366
4975,Hawaii Coffee Is The Only American-Grown Coffee,BUSINESS,"So, wake up and smell the American-made coffee: Starbuck's Limited Time Only Hawaii Ka'u Good coffee growing conditions require",2013-09-29,1.0,0.0,0.580952380952381,0.20952380952380953
4976,This May Be The Coolest Way Ever To Quit Your Job,BUSINESS,"In a Skype chat with The Huffington Post, Shifrin wrote that the Taiwanese work environment is very different from the American",2013-09-29,0.0,0.0,0.39,0.0
4977,Is the New Tesla Model S Right for You? A Review From a New Owner,BUSINESS,"The new Tesla Model S, like its namesake, presents us with an equally revolutionary breakthrough, a car literally unlike any other in the last 100 years. It is a complete game-changer, a reengineering of the automobile and the personal transportation industry from the ground up.",2013-09-29,0.4816017316017316,0.18614718614718614,0.30770202020202025,0.01856060606060606
4978,Obamacare Coders Working Down To The Wire To Fix Online Glitches,BUSINESS,Officials working on the sites have acknowledged that information technology (IT) failures will prevent many of them from,2013-09-28,0.2888888888888889,-0.15555555555555559,0.5,0.5
4979,10 States With The Worst Health Coverage: 24/7 Wall St.,BUSINESS,"Last year, just under 15% of the U.S. population did not have health insurance coverage. But as the different stages of the",2013-09-28,1.0,-1.0,0.3333333333333333,0.0
4980,Most People Don't Know Obamacare Sign-Up Starts Next Month: Survey,BUSINESS,Source: Henry J. Kaiser Family Foundation Source: Henry J. Kaiser Family Foundation The survey demonstrates just how poorly,2013-09-28,0.25,0.25,0.6,-0.4
4981,"Young, Old and In Between Equals Success",BUSINESS,I learned that he had at least one young lawyer just out of law school and at least one lawyer in his early forties (or thereabouts,2013-09-28,0.20000000000000004,0.16666666666666666,0.37500000000000006,-0.1
4982,The 10 Richest States In America: 24/7 Wall St.,BUSINESS,"Here are America's richest states, according to 24/7 Wall St. The types of jobs available in each state also affect income",2013-09-22,0.0,0.0,0.4,0.4
4983,How Companies Mask Their Outrageous CEO Pay,BUSINESS,HOW much pay is too much pay? It's a question shareholders have been asking for years. Read more on The New York Times,2013-09-22,1.0,-1.0,0.3386363636363636,0.2590909090909091
4984,AIG CEO Robert Benmosche: 'Too Big To Fail Has Been Solved',BUSINESS,"Despite Benmosche’s confidence, a variety of factors indicate that the problem isn’t over yet. The country's largest banks",2013-09-22,0.19999999999999996,-0.25,0.0,0.0
4985,Marketing in China: Twenty Years On,BUSINESS,"I have lived in China since 1994 and in Shanghai since 1998.  When people hear this, the most common reaction is, ""You must have seen huge changes."" I respond, ""Perhaps not quite as much as you might expect.""",2013-09-22,0.0,0.0,0.525,0.2
4986,Save America's Most Dangerous City: Provide Entrepreneurship Education to Every Child,BUSINESS,"Our smart, savvy urban youth know it's tough to get a job, and know they can make real money selling drugs -- and most of them have never been taught anything about legal entrepreneurship.",2013-09-21,0.7,-0.04999999999999999,0.41269841269841273,0.12089947089947091
4987,Bangladesh Garment Workers Hold Largest Wage Protest Yet,BUSINESS,"Although the factory owners earlier agreed to a raise of just 20 percent, the workers refused this, calling it ""inhuman and",2013-09-21,0.0,0.0,0.5,0.0
4988,My Girlfriend Committed Suicide Owing Sallie Mae. I Co-Signed.,BUSINESS,"Can Sallie Mae deny you online access? Sure, they are not under any obligation I am aware of to provide online access if",2013-09-21,0.0,0.0,0.5694444444444444,0.375
4989,George Soros Weds Consultant Tamiko Bolton For His Third Marriage,BUSINESS,"For Soros, whose net worth is $20 billion according to Forbes, this will be his third marriage. It is Bolton's second. The",2013-09-21,0.0,0.0,0.025,0.075
4990,Immigration of Skilled Foreign Workers: America Is Shooting Itself in the Foot,BUSINESS,"Over the past decades, the United States has established the H1-B visa as the main gate for skilled workers hired by US companies. In order to avoid any abuse, the US Senate went as far as establishing quotas for H1-B visas on an annual basis.",2013-09-21,0.3125,0.1875,0.5208333333333333,0.12916666666666665
4991,America's Poorest States: 24/7 Wall St.,BUSINESS,"Last year, household income remained effectively unchanged, according to data released this week by the U.S. Census Bureau",2013-09-21,0.0,0.0,0.43333333333333335,0.3
4992,Urban Outfitters Applies For Liquor License At New York Store: Report,BUSINESS,Urban may be the first major U.S. clothing retailer attempting to make alcohol an active part of its in-store experience,2013-09-15,0.22727272727272727,0.06818181818181818,0.3583333333333333,0.04479166666666667
4993,The Smoking Gun of Higher Oil Prices,BUSINESS,Is this what free enterprise is meant to be? I think not!,2013-09-15,0.5,0.25,0.8,0.5
4994,"Summers Withdraws, U.S. Stock Futures Advance",BUSINESS,Sept 15 (Reuters) - U.S. stock futures advanced and futures for the U.S. Treasury 10-year note gained late Sunday after Lawrence,2013-09-15,0.0,0.0,0.6,0.05000000000000002
4995,The Best Economies In The World: 24/7 Wall St.,BUSINESS,"These are the 10 most competitive global economies, according to 24/7 Wall St: Based on the WEF’s Global Competitiveness",2013-09-15,0.3,1.0,0.16666666666666666,0.16666666666666666
4996,"JPMorgan, Other Wall Street Institutions Exploit Ethanol Credits",BUSINESS,"It was supposed to help clean the air, reduce dependence on foreign oil and bolster agriculture. But a little known market",2013-09-15,0.375,-0.125,0.4416666666666667,0.018055555555555564
4997,"On 5th Anniversary Of Lehman Collapse, Americans Still Angry",BUSINESS,"'NOTHING'S REALLY CHANGED' ""On the other hand, we have the 99 percent who see it from a very different angle, and in particular",2013-09-15,1.0,-0.5,0.4220833333333333,0.06041666666666667
4998,The Lehman Collapse Through Twitter Reactions,BUSINESS,"Twitter only had around 200,000 people using the service every week when Lehman Brothers died five years ago today. Here’s",2013-09-15,0.0,0.0,1.0,0.0
